location,type,quantile,value,target_end_date,forecast_date,target
01,quantile,0.35,7,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.4,8,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.45,9,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.5,11,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.55,12,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.6,14,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.65,16,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.7,18,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.75,21,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.8,23,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.85,28,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.9,33,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.95,40,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.975,48,2023-05-16,2023-04-24,22 day ahead inc hosp
01,quantile,0.99,57,2023-05-16,2023-04-24,22 day ahead inc hosp
01,point,,11,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.01,0,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.025,0,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.05,0,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.1,1,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.15,2,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.2,3,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.25,4,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.3,5,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.35,7,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.4,8,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.45,10,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.5,11,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.55,13,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.6,15,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.65,17,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.7,19,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.75,21,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.8,25,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.85,29,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.9,34,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.95,42,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.975,52,2023-05-17,2023-04-24,23 day ahead inc hosp
01,quantile,0.99,62,2023-05-17,2023-04-24,23 day ahead inc hosp
01,point,,12,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.01,0,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.025,0,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.05,0,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.1,1,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.15,2,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.2,3,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.25,4,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.3,6,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.35,7,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.4,8,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.45,10,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.5,12,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.55,14,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.6,16,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.65,18,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.7,20,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.75,23,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.8,26,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.85,30,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.9,35,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.95,45,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.975,53,2023-05-18,2023-04-24,24 day ahead inc hosp
01,quantile,0.99,64,2023-05-18,2023-04-24,24 day ahead inc hosp
01,point,,9,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.01,0,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.025,0,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.05,0,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.1,0,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.15,1,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.2,2,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.25,3,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.3,4,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.35,5,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.4,6,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.45,8,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.5,9,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.55,11,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.6,13,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.65,15,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.7,17,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.75,19,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.8,22,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.85,27,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.9,33,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.95,41,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.975,50,2023-05-19,2023-04-24,25 day ahead inc hosp
01,quantile,0.99,60,2023-05-19,2023-04-24,25 day ahead inc hosp
01,point,,8,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.01,0,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.025,0,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.05,0,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.1,0,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.15,0,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.2,1,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.25,2,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.3,3,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.35,4,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.4,5,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.45,7,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.5,8,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.55,10,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.6,12,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.65,13,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.7,15,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.75,18,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.8,21,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.85,25,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.9,31,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.95,39,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.975,47,2023-05-20,2023-04-24,26 day ahead inc hosp
01,quantile,0.99,57,2023-05-20,2023-04-24,26 day ahead inc hosp
01,point,,9,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.01,0,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.025,0,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.05,0,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.1,0,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.15,1,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.2,2,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.25,3,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.3,4,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.35,5,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.4,6,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.45,8,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.5,9,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.55,11,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.6,13,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.65,15,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.7,17,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.75,20,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.8,23,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.85,27,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.9,33,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.95,42,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.975,52,2023-05-21,2023-04-24,27 day ahead inc hosp
01,quantile,0.99,63,2023-05-21,2023-04-24,27 day ahead inc hosp
01,point,,10,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.01,0,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.025,0,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.05,0,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.1,0,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.15,1,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.2,2,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.25,3,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.3,4,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.35,6,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.4,7,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.45,9,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.5,10,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.55,12,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.6,14,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.65,16,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.7,19,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.75,22,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.8,25,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.85,30,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.9,36,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.95,46,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.975,55,2023-05-22,2023-04-24,28 day ahead inc hosp
01,quantile,0.99,68,2023-05-22,2023-04-24,28 day ahead inc hosp
01,point,,16,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.01,3,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.025,4,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.05,5,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.1,7,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.15,8,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.2,10,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.25,11,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.3,12,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.35,13,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.4,14,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.45,15,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.5,16,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.55,17,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.6,18,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.65,19,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.7,21,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.75,22,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.8,24,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.85,26,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.9,29,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.95,33,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.975,37,2023-04-27,2023-04-24,3 day ahead inc hosp
01,quantile,0.99,41,2023-04-27,2023-04-24,3 day ahead inc hosp
01,point,,13,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.01,1,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.025,2,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.05,3,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.1,5,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.15,6,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.2,7,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.25,8,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.3,9,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.35,10,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.4,11,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.45,12,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.5,13,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.55,14,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.6,15,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.65,16,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.7,17,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.75,19,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.8,20,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.85,22,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.9,25,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.95,29,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.975,32,2023-04-28,2023-04-24,4 day ahead inc hosp
01,quantile,0.99,37,2023-04-28,2023-04-24,4 day ahead inc hosp
01,point,,11,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.01,0,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.025,1,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.05,2,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.1,3,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.15,4,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.2,6,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.25,6,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.3,7,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.35,8,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.4,9,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.45,10,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.5,11,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.55,12,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.6,13,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.65,14,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.7,15,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.75,16,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.8,18,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.85,20,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.9,22,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.95,26,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.975,30,2023-04-29,2023-04-24,5 day ahead inc hosp
01,quantile,0.99,34,2023-04-29,2023-04-24,5 day ahead inc hosp
01,point,,12,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.01,1,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.025,2,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.05,3,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.1,4,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.15,5,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.2,6,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.25,7,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.3,8,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.35,9,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.4,10,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.45,11,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.5,12,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.55,14,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.6,15,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.65,16,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.7,17,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.75,19,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.8,20,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.85,22,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.9,26,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.95,30,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.975,34,2023-04-30,2023-04-24,6 day ahead inc hosp
01,quantile,0.99,39,2023-04-30,2023-04-24,6 day ahead inc hosp
01,point,,14,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.01,1,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.025,2,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.05,3,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.1,5,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.15,6,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.2,8,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.25,9,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.3,10,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.35,11,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.4,12,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.45,13,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.5,14,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.55,16,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.6,17,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.65,18,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.7,20,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.75,21,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.8,23,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.85,25,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.9,28,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.95,33,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.975,37,2023-05-01,2023-04-24,7 day ahead inc hosp
01,quantile,0.99,43,2023-05-01,2023-04-24,7 day ahead inc hosp
01,point,,13,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.01,1,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.025,1,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.05,2,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.1,4,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.15,5,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.2,7,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.25,8,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.3,9,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.35,10,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.4,11,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.45,12,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.5,13,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.55,15,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.6,16,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.65,17,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.7,18,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.75,20,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.8,22,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.85,24,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.9,27,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.95,32,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.975,36,2023-05-02,2023-04-24,8 day ahead inc hosp
01,quantile,0.99,42,2023-05-02,2023-04-24,8 day ahead inc hosp
01,point,,14,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.01,0,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.025,1,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.05,2,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.1,4,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.15,5,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.2,7,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.25,8,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.3,9,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.35,10,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.4,11,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.45,13,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.5,14,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.55,15,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.6,16,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.65,18,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.7,19,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.75,21,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.8,23,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.85,25,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.9,29,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.95,34,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.975,39,2023-05-03,2023-04-24,9 day ahead inc hosp
01,quantile,0.99,45,2023-05-03,2023-04-24,9 day ahead inc hosp
02,point,,4,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.01,0,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.025,0,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.05,1,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.1,1,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.15,2,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.2,2,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.25,3,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.3,3,2023-04-24,2023-04-24,0 day ahead inc hosp
02,quantile,0.35,3,2023-04-24,2023-04-24,0 day ahead inc hosp
